seccion,distrito17,seccion,distrito06
422,3,422,3
423,3,423,3
424,3,424,3
425,3,425,3
426,3,426,3
427,4,427,4
428,4,428,4
429,4,429,4
430,4,430,4
431,4,431,4
432,4,432,4
433,4,433,4
434,4,434,4
435,4,435,4
436,4,436,4
437,4,437,4
438,4,438,4
439,4,439,4
440,4,440,4
441,4,441,4
442,4,442,4
443,4,443,4
444,4,444,4
445,4,445,4
446,4,446,4
447,4,447,4
448,4,448,4
449,4,449,4
450,4,450,4
451,4,451,4
452,4,452,4
453,4,453,4
454,4,454,4
455,4,455,4
456,4,456,4
457,4,457,4
458,4,458,4
459,3,459,4
460,3,460,3
461,3,461,3
462,3,462,3
463,3,463,3
464,3,464,3
465,3,465,3
466,3,466,3
467,3,467,3
468,3,468,3
469,3,469,3
470,3,470,3
471,3,471,3
472,3,472,3
473,3,473,3
475,3,475,3
476,3,476,3
477,3,477,3
478,3,478,3
479,3,479,3
480,3,480,3
481,4,481,4
482,4,482,4
483,4,483,4
484,4,484,4
485,4,485,4
486,4,486,4
487,4,487,4
488,4,488,4
489,4,489,4
490,4,490,4
491,4,491,4
492,4,492,4
493,4,493,4
494,4,494,4
495,4,495,4
496,4,496,4
497,4,497,4
498,3,498,3
499,3,499,3
500,3,500,3
501,3,501,4
502,3,502,4
503,3,503,4
504,4,504,4
505,4,505,4
506,4,506,4
507,4,507,4
508,4,508,4
509,4,509,4
510,4,510,4
511,4,511,4
512,4,512,4
513,4,513,4
514,4,514,4
515,4,515,4
516,4,516,4
517,4,517,4
518,4,518,4
519,3,519,4
520,3,520,4
521,3,521,4
522,3,522,4
523,3,523,4
524,3,524,4
525,3,525,4
526,4,526,4
527,4,527,4
528,4,528,4
529,4,529,4
530,4,530,4
531,4,531,4
532,4,532,4
533,4,533,4
534,4,534,4
535,4,535,4
536,4,536,4
537,3,537,4
538,3,538,4
539,3,539,4
540,3,540,4
541,3,541,4
542,3,542,4
543,3,543,4
544,3,544,4
545,3,545,4
546,3,546,4
547,4,547,4
548,4,548,4
549,4,549,4
550,4,550,4
551,4,551,4
552,4,552,4
553,4,553,4
554,4,554,4
555,4,555,4
556,3,556,4
557,3,557,4
558,3,558,4
559,3,559,4
560,3,560,3
561,3,561,3
562,3,562,3
563,3,563,3
564,3,564,3
565,3,565,3
566,3,566,4
567,3,567,4
568,3,568,4
569,4,569,4
570,4,570,4
571,3,571,4
572,3,572,4
573,3,573,4
574,3,574,3
575,3,575,3
576,3,576,3
577,3,577,4
578,3,578,4
579,3,579,4
580,3,580,3
581,3,581,3
582,3,582,3
583,3,583,3
584,3,584,3
585,3,585,3
586,3,586,3
587,3,587,3
588,3,588,3
589,3,589,3
590,3,590,3
591,3,591,3
592,3,592,3
593,3,593,3
594,3,594,3
595,3,595,3
596,3,596,3
597,3,597,3
598,3,598,3
599,3,599,3
600,3,600,3
601,3,601,3
602,3,602,3
603,3,603,3
604,3,604,3
605,3,605,3
606,3,606,3
607,3,607,3
608,3,608,3
609,3,609,3
610,3,610,3
611,3,611,3
612,3,612,3
613,3,613,3
614,3,614,3
615,3,615,3
616,3,616,3
617,3,617,3
618,3,618,3
619,3,619,3
620,3,620,3
621,3,621,3
622,3,622,3
623,3,623,3
624,3,624,3
625,3,625,3
626,3,626,3
627,3,627,3
628,3,628,3
629,4,629,3
630,4,630,3
631,4,631,3
632,4,632,3
633,4,633,3
634,4,634,3
635,4,635,3
636,4,636,3
637,4,637,3
638,4,638,3
639,4,639,3
640,4,640,3
641,4,641,4
642,4,642,4
643,4,643,4
644,3,644,3
646,4,646,4
647,4,647,4
648,3,648,3
649,3,649,4
650,3,650,4
651,3,651,4
652,3,652,4
653,3,653,4
654,3,654,4
655,3,655,4
656,3,656,4
657,2,657,2
658,2,658,2
659,2,659,2
660,2,660,2
661,2,661,2
662,2,662,2
663,2,663,2
664,2,664,2
665,2,665,2
666,2,666,2
667,2,667,2
668,2,668,2
669,2,669,2
670,2,670,2
671,2,671,2
672,2,672,2
673,2,673,2
674,2,674,2
675,2,675,2
676,2,676,2
677,2,677,2
678,2,678,2
679,2,679,2
680,5,680,5
681,5,681,5
682,5,682,5
683,5,683,5
684,5,684,5
685,5,685,5
686,5,686,5
687,2,687,2
688,2,688,2
689,2,689,2
690,5,690,5
691,5,691,5
692,5,692,5
693,5,693,5
694,5,694,5
695,5,695,5
696,5,696,5
697,5,697,5
698,5,698,5
699,5,699,5
700,5,700,5
701,5,701,5
702,5,702,5
703,5,703,5
704,5,704,5
705,5,705,5
706,5,706,5
707,5,707,1
708,5,708,5
709,1,709,1
710,1,710,1
711,1,711,1
712,1,712,1
713,1,713,1
714,1,714,1
715,5,715,1
716,5,716,1
717,5,717,1
718,5,718,1
719,5,719,1
720,5,720,1
721,5,721,1
722,5,722,1
723,5,723,1
724,5,724,1
725,5,725,1
726,5,726,1
727,5,727,1
728,5,728,1
729,5,729,1
730,5,730,1
732,5,732,2
733,5,733,1
734,2,734,2
735,2,735,2
736,2,736,2
737,2,737,2
738,2,738,2
739,2,739,2
740,2,740,2
741,2,741,2
742,2,742,2
743,2,743,31
744,2,744,2
745,2,745,2
746,2,746,2
747,2,747,2
748,2,748,2
749,2,749,2
750,2,750,2
751,2,751,2
752,2,752,2
753,2,753,2
754,2,754,2
755,2,755,2
756,2,756,2
757,2,757,2
758,2,758,2
759,2,759,2
760,2,760,2
761,2,761,2
762,2,762,2
763,2,763,2
764,2,764,2
765,1,765,1
766,1,766,1
767,1,767,1
768,1,768,1
769,5,769,5
770,5,770,5
771,5,771,5
772,2,772,5
773,2,773,5
774,2,774,5
775,5,775,5
776,1,776,1
777,1,777,1
778,5,778,5
779,5,779,5
780,5,780,1
781,2,781,2
782,2,782,2
783,2,783,2
784,2,784,2
785,2,785,2
786,2,786,2
787,2,787,2
788,2,788,2
789,5,789,1
790,5,790,1
791,5,791,1
792,5,792,1
793,5,793,1
794,5,794,1
795,5,795,1
796,1,796,1
797,1,797,1
798,1,798,1
799,1,799,1
800,2,800,2
801,2,801,2
802,5,802,1
803,2,803,2
804,2,804,2
805,5,805,5
806,5,806,5
807,5,807,5
808,5,808,5
809,5,809,5
810,5,810,5
811,5,811,5
812,5,812,5
813,5,813,5
814,5,814,5
815,5,815,5
816,5,816,5
817,1,817,2
818,1,818,2
819,2,819,2
820,2,820,2
821,2,821,2
822,2,822,2
823,2,823,2
824,2,824,2
825,2,825,2
826,5,826,5
827,5,827,5
828,5,828,5
829,5,829,5
830,5,830,5
831,5,831,5
832,5,832,5
833,5,833,5
834,5,834,5
835,5,835,5
836,5,836,5
837,5,837,5
838,5,838,5
839,5,839,5
840,5,840,5
841,5,841,5
842,5,842,5
843,5,843,5
844,5,844,5
845,5,845,5
846,5,846,5
847,5,847,5
848,5,848,5
849,5,849,5
851,1,851,1
852,1,852,1
853,1,853,1
854,1,854,1
855,2,855,2
856,2,856,2
857,2,857,2
858,2,858,2
859,2,859,2
860,2,860,2
861,1,861,2
862,1,862,2
863,1,863,2
864,1,864,2
865,1,865,2
866,1,866,2
867,1,867,1
868,1,868,1
869,1,869,1
870,1,870,1
871,1,871,1
872,1,872,1
873,1,873,1
874,1,874,1
875,1,875,2
876,1,876,2
877,1,877,2
878,2,878,5
879,2,879,5
880,2,880,2
881,2,881,2
882,5,882,5
883,5,883,5
884,5,884,5
885,5,885,5
886,5,886,5
887,5,887,5
888,5,888,5
889,5,889,5
890,5,890,5
891,5,891,5
892,5,892,5
893,5,893,5
894,5,894,5
895,5,895,5
896,5,896,5
897,5,897,5
898,2,898,2
899,2,899,2
900,2,900,2
901,1,901,1
902,1,902,1
903,1,903,1
904,1,904,1
905,1,905,1
906,1,906,1
907,1,907,1
908,1,908,1
909,1,909,1
910,1,910,1
911,1,911,1
912,2,912,2
913,2,913,2
914,2,914,2
915,2,915,2
916,2,916,2
917,2,917,2
918,2,918,2
919,2,919,2
920,2,920,2
921,2,921,2
922,5,922,1
923,5,923,1
924,5,924,1
925,5,925,1
926,2,926,2
927,2,927,2
928,2,928,2
929,2,929,2
930,2,930,2
931,2,931,2
932,1,932,1
933,1,933,1
934,1,934,1
935,1,935,1
936,1,936,1
937,1,937,1
938,1,938,1
939,1,939,1
940,1,940,1
941,1,941,1
942,1,942,1
943,1,943,1
944,1,944,1
945,1,945,1
946,1,946,1
947,1,947,1
948,1,948,1
949,1,949,1
950,1,950,1
951,1,951,1
952,1,952,1
953,1,953,1
954,1,954,1
955,1,955,1
956,1,956,1
957,1,957,1
958,1,958,1
959,1,959,1
960,1,960,1
961,1,961,1
962,1,962,1
963,1,963,1
964,1,964,1
965,1,965,1
966,1,966,1
967,1,967,1
968,1,968,1
969,1,969,1
970,1,970,1
971,1,971,1
972,1,972,1
973,1,973,1
974,1,974,1
975,1,975,1
976,1,976,1
977,5,977,1
978,5,978,1
979,5,979,1
980,5,980,1
981,5,981,1
982,5,982,1
983,5,983,1
984,5,984,1
985,1,985,1
986,1,986,1
987,1,987,1
988,2,988,5
989,2,989,5
990,5,990,5
991,5,991,5
992,5,992,5
993,5,993,5
994,5,994,5
995,5,995,5
996,5,996,5
997,5,997,5
998,5,998,5
999,5,999,5
1000,5,1000,5
1001,5,1001,5
1002,5,1002,5
1003,5,1003,5
1004,5,1004,5
1005,5,1005,5
1006,5,1006,5
1007,5,1007,5
1008,5,1008,5
1009,5,1009,5
1010,1,1010,1
1011,1,1011,1
1012,1,1012,1
1013,1,1013,1
1014,1,1014,1
1015,1,1015,1
1016,1,1016,1
1017,1,1017,1
1018,1,1018,1
1019,1,1019,1
1020,1,1020,1
1021,1,1021,1
1022,1,1022,1
1023,1,1023,1
1024,1,1024,1
1025,1,1025,1
1026,1,1026,1
1027,1,1027,1
1028,1,1028,1
1029,1,1029,1
1030,1,1030,1
1031,1,1031,1
1032,1,1032,1
1033,1,1033,1
1034,1,1034,1
1035,1,1035,1
1036,1,1036,1
1037,1,1037,1
1038,1,1038,1
1039,1,1039,1
1040,1,1040,1
1041,1,1041,1
1042,1,1042,1
1043,2,1043,2
1044,2,1044,2
1045,1,1045,1
1046,1,1046,1
1047,1,1047,1
1048,1,1048,1
1049,1,1049,1
1050,1,1050,1
1051,1,1051,1
1052,1,1052,1
1053,1,1053,1
1054,1,1054,1
1055,1,1055,1
1056,2,1056,2
1057,2,1057,2
1058,2,1058,2
1059,2,1059,2
1060,4,1060,3
1061,4,1061,3
1062,4,1062,3
1063,4,1063,3
1064,4,1064,3
1065,4,1065,3
1066,4,1066,3
1067,4,1067,3
1068,4,1068,3
1069,4,1069,3
1070,4,1070,3
1071,4,1071,3
1072,4,1072,3
1073,4,1073,3
1074,4,1074,3
1075,4,1075,3
1076,4,1076,3
1077,4,1077,3
1078,4,1078,3
1079,4,1079,3
1080,4,1080,3
1081,4,1081,3
1082,3,1082,3
1083,3,1083,3
1084,3,1084,3
1085,3,1085,3
1086,3,1086,3
1087,3,1087,3
1088,3,1088,3
1089,3,1089,3
1090,3,1090,3
1091,3,1091,3
1092,3,1092,3
1093,3,1093,3
1094,3,1094,3
1095,3,1095,3
1096,3,1096,3
1097,3,1097,3
1098,3,1098,3
1099,3,1099,3
1100,3,1100,3
1101,3,1101,3
1102,3,1102,3
1103,3,1103,3
1104,3,1104,3
1105,3,1105,3
1106,3,1106,3
1107,3,1107,3
1108,3,1108,3
1109,3,1109,3
1110,3,1110,3
1111,3,1111,3
1112,3,1112,3
1113,3,1113,3
1114,3,1114,3
1115,3,1115,3
1116,3,1116,3
1117,3,1117,3
1118,3,1118,3
1119,3,1119,3
1120,3,1120,3
1121,3,1121,3
1122,3,1122,3
1123,3,1123,3
1124,3,1124,3
1125,3,1125,3
1126,3,1126,3
1127,3,1127,3
1128,3,1128,3
1129,3,1129,3
